Modèle,Prix,Transmission,Version,Kilométrage,Carburant,Puissance,Évaluations,Vendeur,Nom de la Voiture,Date
volkswagen,€ 12 500,Boîte manuelle,1.6 TDI Maxi,153 785 km,Diesel,75 kW (102 CH),Évaluations non disponibles,Nom du vendeur non disponible,Volkswagen Caddy1.6 TDI Maxi,08/2015
volkswagen,€ 24 500,Boîte automatique,2.0 TDi SCR Maxi Highline DSG,63 500 km,Diesel,75 kW (102 CH),Évaluations non disponibles,Nom du vendeur non disponible,Volkswagen Caddy2.0 TDi SCR Maxi Highline DSG,07/2020
volkswagen,€ 11 199,Boîte manuelle,1.2 TSI Edition30,102 446 km,Essence,77 kW (105 CH),90,Verkoop Autohero • BE-1000 Brussel,Volkswagen Caddy1.2 TSI Edition30,10/2014
volkswagen,€ 29 990,Boîte manuelle,2.0 TDi Style /Gps/Led/Alcantara/toit pano/Digital,61 475 km,Diesel,90 kW (122 CH),15,Eric Van Gorp • BE-1360 Perwez,Volkswagen Caddy2.0 TDi Style /Gps/Led/Alcantara/toit pano/Digital,09/2021
volkswagen,€ 18 999,Boîte manuelle,1.4 TGI Maxi CNG*7PLACES*CLIM*CRUISE*,45 293 km,CNG,81 kW (110 CH),26,Mondial Car Frasnes • BE-6210 Les Bons Villers,Volkswagen Caddy1.4 TGI Maxi CNG*7PLACES*CLIM*CRUISE*,07/2017
volkswagen,€ 15 990,Boîte manuelle,10.000 KM!*BENZINE*AIRCO*Caddy panel van 1.2 cc 84,10 337 km,Essence,62 kW (84 CH),Évaluations non disponibles,Verkoop Top Motors • BE-8560 Wevelgem (Kortrijk ),Volkswagen Caddy10.000 KM!*BENZINE*AIRCO*Caddy panel van 1.2 cc 84,05/2018
volkswagen,€ 25 999,Boîte manuelle,1.5 TSI Life 5pl. *2-SCHUIFDEUREN*,25 980 km,Essence,84 kW (114 CH),49,Pieter Vermeirsch • BE-9800 Deinze,Volkswagen Caddy1.5 TSI Life 5pl. *2-SCHUIFDEUREN*,06/2021
volkswagen,€ 11 800,Boîte manuelle,1.2 TSI / Uitmuntende staat !!!,99 905 km,Essence,63 kW (86 CH),47,Ronny Blockx • BE-2370 Arendonk,Volkswagen Caddy1.2 TSI / Uitmuntende staat !!!,05/2013
volkswagen,€ 12 990,Boîte manuelle,*LICHTE VRACHT*BTW AFTREKBAAR*TOPWAY.BE,120 630 km,Diesel,75 kW (102 CH),Évaluations non disponibles,Verkoop Top Motors • BE-8560 Wevelgem (Kortrijk ),Volkswagen Caddy*LICHTE VRACHT*BTW AFTREKBAAR*TOPWAY.BE,03/2017
volkswagen,€ 18 950,Boîte manuelle,Caddy Trendline 5-seater 2.0 l 75 kW TDI EU6 SCR B,78 819 km,Diesel,75 kW (102 CH),43,Maxime GEORGES • BE-5070 Fosses-la-Ville,Volkswagen CaddyCaddy Trendline 5-seater 2.0 l 75 kW TDI EU6 SCR B,10/2018
volkswagen,€ 25 199,Boîte manuelle,1.5 TSI,24 282 km,Essence,84 kW (114 CH),90,Verkoop Autohero • BE-1000 Brussel,Volkswagen Caddy1.5 TSI,01/2022
volkswagen,€ 17 790,Boîte manuelle,1.4 TGI Conceptline CNG,39 900 km,CNG,81 kW (110 CH),71,Donatien Delhez • BE-7863 Ghoy,Volkswagen Caddy1.4 TGI Conceptline CNG,02/2021
volkswagen,€ 13 800,Boîte manuelle,1.6TDI - Lichte vracht - Airco / Bluetooth,23 580 km,Diesel,55 kW (75 CH),36,Mike Van Bael • BE-3190 Boortmeerbeek,Volkswagen Caddy1.6TDI - Lichte vracht - Airco / Bluetooth,05/2015
volkswagen,€ 17 790,Boîte manuelle,Utilitaire*Clim*bluetooth*capteurs,61 801 km,Diesel,75 kW (102 CH),34,Guy Rousselle • BE-5070 Fosses-La-Ville,Volkswagen CaddyUtilitaire*Clim*bluetooth*capteurs,05/2020
volkswagen,€ 15 990,Boîte manuelle,2.0 TDi TVAC // GPS / CLIM / GARANTIE 1 AN //,98 000 km,Diesel,75 kW (102 CH),48,Enzo Daidone • BE-7033 Cuesmes,Volkswagen Caddy2.0 TDi TVAC // GPS / CLIM / GARANTIE 1 AN //,02/2018
volkswagen,€ 19 950,Boîte automatique,2.0 TDi SCR  DSG AUTMAAT / 1e EIGENAAR,82 000 km,Diesel,75 kW (102 CH),Évaluations non disponibles,Bellens Paul • BE-2560 Nijlen,Volkswagen Caddy2.0 TDi SCR  DSG AUTMAAT / 1e EIGENAAR,05/2019
volkswagen,€ 17 950,Boîte manuelle,1.4TSI Benzine / CNG,94 349 km,Essence,81 kW (110 CH),12,Garage Devisch • BE-8480 Eernegem,Volkswagen Caddy1.4TSI Benzine / CNG,11/2018
volkswagen,€ 19 950,Boîte manuelle,MAXI Benzine/CNG*Lichte vracht* BTW aftrekbaar *Le,89 677 km,Essence,81 kW (110 CH),12,Garage Devisch • BE-8480 Eernegem,Volkswagen CaddyMAXI Benzine/CNG*Lichte vracht* BTW aftrekbaar *Le,01/2020
volkswagen,€ 23 900,Boîte manuelle,2.0 TDi 102pk Airco Trekhaak Pdc Bluetooth 12m Gar,24 201 km,Diesel,75 kW (102 CH),90,Jo Van Lierde • BE-9620 Zottegem,Volkswagen Caddy2.0 TDi 102pk Airco Trekhaak Pdc Bluetooth 12m Gar,09/2021
volkswagen,€ 12 500,Boîte manuelle,1.6 TDI Maxi,153 785 km,Diesel,75 kW (102 CH),Évaluations non disponibles,Nom du vendeur non disponible,Volkswagen Caddy1.6 TDI Maxi,08/2015
volkswagen,€ 24 500,Boîte automatique,2.0 TDi SCR Maxi Highline DSG,63 500 km,Diesel,75 kW (102 CH),Évaluations non disponibles,Nom du vendeur non disponible,Volkswagen Caddy2.0 TDi SCR Maxi Highline DSG,07/2020
volkswagen,€ 11 199,Boîte manuelle,1.2 TSI Edition30,102 446 km,Essence,77 kW (105 CH),90,Verkoop Autohero • BE-1000 Brussel,Volkswagen Caddy1.2 TSI Edition30,10/2014
volkswagen,€ 29 990,Boîte manuelle,2.0 TDi Style /Gps/Led/Alcantara/toit pano/Digital,61 475 km,Diesel,90 kW (122 CH),15,Eric Van Gorp • BE-1360 Perwez,Volkswagen Caddy2.0 TDi Style /Gps/Led/Alcantara/toit pano/Digital,09/2021
volkswagen,€ 18 999,Boîte manuelle,1.4 TGI Maxi CNG*7PLACES*CLIM*CRUISE*,45 293 km,CNG,81 kW (110 CH),26,Mondial Car Frasnes • BE-6210 Les Bons Villers,Volkswagen Caddy1.4 TGI Maxi CNG*7PLACES*CLIM*CRUISE*,07/2017
volkswagen,€ 15 990,Boîte manuelle,10.000 KM!*BENZINE*AIRCO*Caddy panel van 1.2 cc 84,10 337 km,Essence,62 kW (84 CH),Évaluations non disponibles,Verkoop Top Motors • BE-8560 Wevelgem (Kortrijk ),Volkswagen Caddy10.000 KM!*BENZINE*AIRCO*Caddy panel van 1.2 cc 84,05/2018
volkswagen,€ 25 999,Boîte manuelle,1.5 TSI Life 5pl. *2-SCHUIFDEUREN*,25 980 km,Essence,84 kW (114 CH),49,Pieter Vermeirsch • BE-9800 Deinze,Volkswagen Caddy1.5 TSI Life 5pl. *2-SCHUIFDEUREN*,06/2021
volkswagen,€ 11 800,Boîte manuelle,1.2 TSI / Uitmuntende staat !!!,99 905 km,Essence,63 kW (86 CH),47,Ronny Blockx • BE-2370 Arendonk,Volkswagen Caddy1.2 TSI / Uitmuntende staat !!!,05/2013
volkswagen,€ 12 990,Boîte manuelle,*LICHTE VRACHT*BTW AFTREKBAAR*TOPWAY.BE,120 630 km,Diesel,75 kW (102 CH),Évaluations non disponibles,Verkoop Top Motors • BE-8560 Wevelgem (Kortrijk ),Volkswagen Caddy*LICHTE VRACHT*BTW AFTREKBAAR*TOPWAY.BE,03/2017
volkswagen,€ 18 950,Boîte manuelle,Caddy Trendline 5-seater 2.0 l 75 kW TDI EU6 SCR B,78 819 km,Diesel,75 kW (102 CH),43,Maxime GEORGES • BE-5070 Fosses-la-Ville,Volkswagen CaddyCaddy Trendline 5-seater 2.0 l 75 kW TDI EU6 SCR B,10/2018
volkswagen,€ 25 199,Boîte manuelle,1.5 TSI,24 282 km,Essence,84 kW (114 CH),90,Verkoop Autohero • BE-1000 Brussel,Volkswagen Caddy1.5 TSI,01/2022
volkswagen,€ 17 790,Boîte manuelle,1.4 TGI Conceptline CNG,39 900 km,CNG,81 kW (110 CH),71,Donatien Delhez • BE-7863 Ghoy,Volkswagen Caddy1.4 TGI Conceptline CNG,02/2021
volkswagen,€ 13 800,Boîte manuelle,1.6TDI - Lichte vracht - Airco / Bluetooth,23 580 km,Diesel,55 kW (75 CH),36,Mike Van Bael • BE-3190 Boortmeerbeek,Volkswagen Caddy1.6TDI - Lichte vracht - Airco / Bluetooth,05/2015
volkswagen,€ 17 790,Boîte manuelle,Utilitaire*Clim*bluetooth*capteurs,61 801 km,Diesel,75 kW (102 CH),34,Guy Rousselle • BE-5070 Fosses-La-Ville,Volkswagen CaddyUtilitaire*Clim*bluetooth*capteurs,05/2020
volkswagen,€ 15 990,Boîte manuelle,2.0 TDi TVAC // GPS / CLIM / GARANTIE 1 AN //,98 000 km,Diesel,75 kW (102 CH),48,Enzo Daidone • BE-7033 Cuesmes,Volkswagen Caddy2.0 TDi TVAC // GPS / CLIM / GARANTIE 1 AN //,02/2018
volkswagen,€ 19 950,Boîte automatique,2.0 TDi SCR  DSG AUTMAAT / 1e EIGENAAR,82 000 km,Diesel,75 kW (102 CH),Évaluations non disponibles,Bellens Paul • BE-2560 Nijlen,Volkswagen Caddy2.0 TDi SCR  DSG AUTMAAT / 1e EIGENAAR,05/2019
volkswagen,€ 17 950,Boîte manuelle,1.4TSI Benzine / CNG,94 349 km,Essence,81 kW (110 CH),12,Garage Devisch • BE-8480 Eernegem,Volkswagen Caddy1.4TSI Benzine / CNG,11/2018
volkswagen,€ 19 950,Boîte manuelle,MAXI Benzine/CNG*Lichte vracht* BTW aftrekbaar *Le,89 677 km,Essence,81 kW (110 CH),12,Garage Devisch • BE-8480 Eernegem,Volkswagen CaddyMAXI Benzine/CNG*Lichte vracht* BTW aftrekbaar *Le,01/2020
volkswagen,€ 23 900,Boîte manuelle,2.0 TDi 102pk Airco Trekhaak Pdc Bluetooth 12m Gar,24 201 km,Diesel,75 kW (102 CH),90,Jo Van Lierde • BE-9620 Zottegem,Volkswagen Caddy2.0 TDi 102pk Airco Trekhaak Pdc Bluetooth 12m Gar,09/2021
volkswagen,€ 12 500,Boîte manuelle,1.6 TDI Maxi,153 785 km,Diesel,75 kW (102 CH),Évaluations non disponibles,Nom du vendeur non disponible,Volkswagen Caddy1.6 TDI Maxi,08/2015
volkswagen,€ 24 500,Boîte automatique,2.0 TDi SCR Maxi Highline DSG,63 500 km,Diesel,75 kW (102 CH),Évaluations non disponibles,Nom du vendeur non disponible,Volkswagen Caddy2.0 TDi SCR Maxi Highline DSG,07/2020
bentley,€ 99 950,Boîte automatique,*** MULLINER / W12 / FULL OPTION / 44.467 KM ***,44 467 km,Essence,460 kW (625 CH),148,Alexander Roelens • BE-8870 Izegem,Bentley Flying Spur*** MULLINER / W12 / FULL OPTION / 44.467 KM ***,05/2013
bentley,€ 94 950,Boîte automatique,"GT SPEED 6.0 BITURBO W12 ***NP: € 229.435,-***",95 000 km,Essence,467 kW (635 CH),473,Van Oost Emmanuel // Allaert Henri • BE-8490 Varsenare,"Bentley ContinentalGT SPEED 6.0 BITURBO W12 ***NP: € 229.435,-***",01/2015
bentley,€ 79 999,Boîte automatique,4.0 BiTurbo V8 S,128 500 km,Essence,388 kW (528 CH),238,Geert De Clercq Jeroen Van Audenhove • BE-9620 Zottegem,Bentley Flying Spur4.0 BiTurbo V8 S,06/2016
bentley,€ 106 900,Boîte automatique,V8 S 4.0 Mulliner 21' BlackPack ACC DAB,46 242 km,Essence,388 kW (528 CH),109,Frederik Rik Maxime Jorn Hendrik • BE-8710 Wielsbeke,Bentley Flying SpurV8 S 4.0 Mulliner 21' BlackPack ACC DAB,06/2017
bentley,€ 249 900,Boîte automatique,"V8, LUCHTVER, APPLE CP, AIRSCARF, MASSAGE, LED",6 491 km,Essence,405 kW (551 CH),104,AB Auto • BE-2580 Putte,"Bentley Continental GTCV8, LUCHTVER, APPLE CP, AIRSCARF, MASSAGE, LED",06/2022
bentley,€ 160 000,Boîte automatique,Supersport,18 000 km,Essence,522 kW (710 CH),8,Harrison Amelinckx • BE-1620 Drogenbos,Bentley ContinentalSupersport,10/2017
bentley,€ 297 000,Boîte automatique,EWB Azure First Edition V8,1 500 km,Essence,404 kW (549 CH),8,Harrison Amelinckx • BE-1620 Drogenbos,Bentley BentaygaEWB Azure First Edition V8,07/2023
bentley,€ 259 000,Boîte automatique,V8,3 950 km,Essence,405 kW (551 CH),8,Harrison Amelinckx • BE-1620 Drogenbos,Bentley Continental GTV8,01/2023
bentley,€ 315 000,Boîte automatique,Speed W12,7 000 km,Essence,486 kW (661 CH),8,Harrison Amelinckx • BE-1620 Drogenbos,Bentley Continental GTSpeed W12,09/2022
bentley,€ 259 000,Boîte automatique,V8 S,10 500 km,Essence,404 kW (549 CH),8,Harrison Amelinckx • BE-1620 Drogenbos,Bentley BentaygaV8 S,02/2023
bentley,€ 74 950,Boîte automatique,4.0 BiTurbo V8 S / Full Service / Schuifdak/ Xenon,99 900 km,Essence,388 kW (528 CH),7,Jonas Tanghe • BE-2930 Brasschaat,Bentley Flying Spur4.0 BiTurbo V8 S / Full Service / Schuifdak/ Xenon,06/2018
bentley,€ 239 580,Boîte automatique,Continental GT,25 386 km,Essence,404 kW (549 CH),1,Mario Desender • BE-8300 Knokke,Bentley Continental GTContinental GT,10/2020
bentley,€ 39 999,Boîte automatique,6.0 BiTurbo W12*69.000KM*HISTORIQUE*CARPASS*,69 428 km,Essence,411 kW (559 CH),178,TDI AUTOMOBILE   BY PINO • BE-4430 Ans,Bentley Continental GT6.0 BiTurbo W12*69.000KM*HISTORIQUE*CARPASS*,07/2004
bentley,€ 58 000,Boîte automatique,GT4.0 BiTurbo V8 S - 134018 km - 1ere Main,134 018 km,Essence,389 kW (529 CH),Évaluations non disponibles,Nom du vendeur non disponible,Bentley ContinentalGT4.0 BiTurbo V8 S - 134018 km - 1ere Main,09/2014
bentley,€ 27 950,Boîte automatique,"Flying Spur 6.0 BiTurbo W12, 21"", Face-Lift model",177 000 km,Essence,412 kW (560 CH),3,BE-3800 Sint-Truiden,"Bentley ContinentalFlying Spur 6.0 BiTurbo W12, 21"", Face-Lift model",09/2010
bentley,€ 76 900,Boîte automatique,GT4.0 BiTurbo V8*LE MANS EDITION*63000KM*Garantie*,63 000 km,Essence,373 kW (507 CH),28,BE-1480 Tubize / Tubeke,Bentley ContinentalGT4.0 BiTurbo V8*LE MANS EDITION*63000KM*Garantie*,06/2014
bentley,€ 39 900,Boîte automatique,6.0  W12 *** 1ST OWNER - FULL HISTORY ***,99 800 km,Essence,412 kW (560 CH),58,. . • BE-1640 Rhode Saint Genèse,Bentley Flying Spur6.0  W12 *** 1ST OWNER - FULL HISTORY ***,02/2012
bentley,€ 81 999,Boîte automatique,6.0 BiTurbo W12S-Schuifdak-Nav-ACC-Lucht.-Garantie,127 100 km,Essence,467 kW (635 CH),224,Gma-Cars Automotive • BE-3600 Genk,Bentley Flying Spur6.0 BiTurbo W12S-Schuifdak-Nav-ACC-Lucht.-Garantie,10/2017
bentley,€ 60 000,Boîte automatique,GT Speed,68 000 km,Essence,449 kW (610 CH),Évaluations non disponibles,Nom du vendeur non disponible,Bentley ContinentalGT Speed,06/2011
bentley,€ 219 900,Boîte automatique,GT V8 / B&O / TOURING /MULLINER / BLACK LINE / PPF,8 900 km,Essence,404 kW (549 CH),90,Vincent Vandenberghe • BE-9830 Sint-Martens-Latem,Bentley ContinentalGT V8 / B&O / TOURING /MULLINER / BLACK LINE / PPF,05/2021
bentley,€ 99 950,Boîte automatique,*** MULLINER / W12 / FULL OPTION / 44.467 KM ***,44 467 km,Essence,460 kW (625 CH),148,Alexander Roelens • BE-8870 Izegem,Bentley Flying Spur*** MULLINER / W12 / FULL OPTION / 44.467 KM ***,05/2013
bentley,€ 94 950,Boîte automatique,"GT SPEED 6.0 BITURBO W12 ***NP: € 229.435,-***",95 000 km,Essence,467 kW (635 CH),473,Van Oost Emmanuel // Allaert Henri • BE-8490 Varsenare,"Bentley ContinentalGT SPEED 6.0 BITURBO W12 ***NP: € 229.435,-***",01/2015
bentley,€ 79 999,Boîte automatique,4.0 BiTurbo V8 S,128 500 km,Essence,388 kW (528 CH),238,Geert De Clercq Jeroen Van Audenhove • BE-9620 Zottegem,Bentley Flying Spur4.0 BiTurbo V8 S,06/2016
bentley,€ 106 900,Boîte automatique,V8 S 4.0 Mulliner 21' BlackPack ACC DAB,46 242 km,Essence,388 kW (528 CH),109,Frederik Rik Maxime Jorn Hendrik • BE-8710 Wielsbeke,Bentley Flying SpurV8 S 4.0 Mulliner 21' BlackPack ACC DAB,06/2017
bentley,€ 249 900,Boîte automatique,"V8, LUCHTVER, APPLE CP, AIRSCARF, MASSAGE, LED",6 491 km,Essence,405 kW (551 CH),104,AB Auto • BE-2580 Putte,"Bentley Continental GTCV8, LUCHTVER, APPLE CP, AIRSCARF, MASSAGE, LED",06/2022
bentley,€ 160 000,Boîte automatique,Supersport,18 000 km,Essence,522 kW (710 CH),8,Harrison Amelinckx • BE-1620 Drogenbos,Bentley ContinentalSupersport,10/2017
bentley,€ 297 000,Boîte automatique,EWB Azure First Edition V8,1 500 km,Essence,404 kW (549 CH),8,Harrison Amelinckx • BE-1620 Drogenbos,Bentley BentaygaEWB Azure First Edition V8,07/2023
bentley,€ 259 000,Boîte automatique,V8,3 950 km,Essence,405 kW (551 CH),8,Harrison Amelinckx • BE-1620 Drogenbos,Bentley Continental GTV8,01/2023
bentley,€ 315 000,Boîte automatique,Speed W12,7 000 km,Essence,486 kW (661 CH),8,Harrison Amelinckx • BE-1620 Drogenbos,Bentley Continental GTSpeed W12,09/2022
bentley,€ 259 000,Boîte automatique,V8 S,10 500 km,Essence,404 kW (549 CH),8,Harrison Amelinckx • BE-1620 Drogenbos,Bentley BentaygaV8 S,02/2023
bentley,€ 74 950,Boîte automatique,4.0 BiTurbo V8 S / Full Service / Schuifdak/ Xenon,99 900 km,Essence,388 kW (528 CH),7,Jonas Tanghe • BE-2930 Brasschaat,Bentley Flying Spur4.0 BiTurbo V8 S / Full Service / Schuifdak/ Xenon,06/2018
bentley,€ 239 580,Boîte automatique,Continental GT,25 386 km,Essence,404 kW (549 CH),1,Mario Desender • BE-8300 Knokke,Bentley Continental GTContinental GT,10/2020
bentley,€ 39 999,Boîte automatique,6.0 BiTurbo W12*69.000KM*HISTORIQUE*CARPASS*,69 428 km,Essence,411 kW (559 CH),178,TDI AUTOMOBILE   BY PINO • BE-4430 Ans,Bentley Continental GT6.0 BiTurbo W12*69.000KM*HISTORIQUE*CARPASS*,07/2004
bentley,€ 58 000,Boîte automatique,GT4.0 BiTurbo V8 S - 134018 km - 1ere Main,134 018 km,Essence,389 kW (529 CH),Évaluations non disponibles,Nom du vendeur non disponible,Bentley ContinentalGT4.0 BiTurbo V8 S - 134018 km - 1ere Main,09/2014
bentley,€ 27 950,Boîte automatique,"Flying Spur 6.0 BiTurbo W12, 21"", Face-Lift model",177 000 km,Essence,412 kW (560 CH),3,BE-3800 Sint-Truiden,"Bentley ContinentalFlying Spur 6.0 BiTurbo W12, 21"", Face-Lift model",09/2010
bentley,€ 76 900,Boîte automatique,GT4.0 BiTurbo V8*LE MANS EDITION*63000KM*Garantie*,63 000 km,Essence,373 kW (507 CH),28,BE-1480 Tubize / Tubeke,Bentley ContinentalGT4.0 BiTurbo V8*LE MANS EDITION*63000KM*Garantie*,06/2014
bentley,€ 39 900,Boîte automatique,6.0  W12 *** 1ST OWNER - FULL HISTORY ***,99 800 km,Essence,412 kW (560 CH),58,. . • BE-1640 Rhode Saint Genèse,Bentley Flying Spur6.0  W12 *** 1ST OWNER - FULL HISTORY ***,02/2012
bentley,€ 81 999,Boîte automatique,6.0 BiTurbo W12S-Schuifdak-Nav-ACC-Lucht.-Garantie,127 100 km,Essence,467 kW (635 CH),224,Gma-Cars Automotive • BE-3600 Genk,Bentley Flying Spur6.0 BiTurbo W12S-Schuifdak-Nav-ACC-Lucht.-Garantie,10/2017
bentley,€ 60 000,Boîte automatique,GT Speed,68 000 km,Essence,449 kW (610 CH),Évaluations non disponibles,Nom du vendeur non disponible,Bentley ContinentalGT Speed,06/2011
bentley,€ 219 900,Boîte automatique,GT V8 / B&O / TOURING /MULLINER / BLACK LINE / PPF,8 900 km,Essence,404 kW (549 CH),90,Vincent Vandenberghe • BE-9830 Sint-Martens-Latem,Bentley ContinentalGT V8 / B&O / TOURING /MULLINER / BLACK LINE / PPF,05/2021
bentley,€ 99 950,Boîte automatique,*** MULLINER / W12 / FULL OPTION / 44.467 KM ***,44 467 km,Essence,460 kW (625 CH),148,Alexander Roelens • BE-8870 Izegem,Bentley Flying Spur*** MULLINER / W12 / FULL OPTION / 44.467 KM ***,05/2013
bentley,€ 94 950,Boîte automatique,"GT SPEED 6.0 BITURBO W12 ***NP: € 229.435,-***",95 000 km,Essence,467 kW (635 CH),473,Van Oost Emmanuel // Allaert Henri • BE-8490 Varsenare,"Bentley ContinentalGT SPEED 6.0 BITURBO W12 ***NP: € 229.435,-***",01/2015
bentley,€ 79 999,Boîte automatique,4.0 BiTurbo V8 S,128 500 km,Essence,388 kW (528 CH),238,Geert De Clercq Jeroen Van Audenhove • BE-9620 Zottegem,Bentley Flying Spur4.0 BiTurbo V8 S,06/2016
bentley,€ 106 900,Boîte automatique,V8 S 4.0 Mulliner 21' BlackPack ACC DAB,46 242 km,Essence,388 kW (528 CH),109,Frederik Rik Maxime Jorn Hendrik • BE-8710 Wielsbeke,Bentley Flying SpurV8 S 4.0 Mulliner 21' BlackPack ACC DAB,06/2017
bentley,€ 249 900,Boîte automatique,"V8, LUCHTVER, APPLE CP, AIRSCARF, MASSAGE, LED",6 491 km,Essence,405 kW (551 CH),104,AB Auto • BE-2580 Putte,"Bentley Continental GTCV8, LUCHTVER, APPLE CP, AIRSCARF, MASSAGE, LED",06/2022
bentley,€ 160 000,Boîte automatique,Supersport,18 000 km,Essence,522 kW (710 CH),8,Harrison Amelinckx • BE-1620 Drogenbos,Bentley ContinentalSupersport,10/2017
bentley,€ 297 000,Boîte automatique,EWB Azure First Edition V8,1 500 km,Essence,404 kW (549 CH),8,Harrison Amelinckx • BE-1620 Drogenbos,Bentley BentaygaEWB Azure First Edition V8,07/2023
bentley,€ 259 000,Boîte automatique,V8,3 950 km,Essence,405 kW (551 CH),8,Harrison Amelinckx • BE-1620 Drogenbos,Bentley Continental GTV8,01/2023
bentley,€ 315 000,Boîte automatique,Speed W12,7 000 km,Essence,486 kW (661 CH),8,Harrison Amelinckx • BE-1620 Drogenbos,Bentley Continental GTSpeed W12,09/2022
bentley,€ 259 000,Boîte automatique,V8 S,10 500 km,Essence,404 kW (549 CH),8,Harrison Amelinckx • BE-1620 Drogenbos,Bentley BentaygaV8 S,02/2023
bentley,€ 74 950,Boîte automatique,4.0 BiTurbo V8 S / Full Service / Schuifdak/ Xenon,99 900 km,Essence,388 kW (528 CH),7,Jonas Tanghe • BE-2930 Brasschaat,Bentley Flying Spur4.0 BiTurbo V8 S / Full Service / Schuifdak/ Xenon,06/2018
bentley,€ 239 580,Boîte automatique,Continental GT,25 386 km,Essence,404 kW (549 CH),1,Mario Desender • BE-8300 Knokke,Bentley Continental GTContinental GT,10/2020
bentley,€ 39 999,Boîte automatique,6.0 BiTurbo W12*69.000KM*HISTORIQUE*CARPASS*,69 428 km,Essence,411 kW (559 CH),178,TDI AUTOMOBILE   BY PINO • BE-4430 Ans,Bentley Continental GT6.0 BiTurbo W12*69.000KM*HISTORIQUE*CARPASS*,07/2004
bentley,€ 58 000,Boîte automatique,GT4.0 BiTurbo V8 S - 134018 km - 1ere Main,134 018 km,Essence,389 kW (529 CH),Évaluations non disponibles,Nom du vendeur non disponible,Bentley ContinentalGT4.0 BiTurbo V8 S - 134018 km - 1ere Main,09/2014
bentley,€ 27 950,Boîte automatique,"Flying Spur 6.0 BiTurbo W12, 21"", Face-Lift model",177 000 km,Essence,412 kW (560 CH),3,BE-3800 Sint-Truiden,"Bentley ContinentalFlying Spur 6.0 BiTurbo W12, 21"", Face-Lift model",09/2010
bentley,€ 76 900,Boîte automatique,GT4.0 BiTurbo V8*LE MANS EDITION*63000KM*Garantie*,63 000 km,Essence,373 kW (507 CH),28,BE-1480 Tubize / Tubeke,Bentley ContinentalGT4.0 BiTurbo V8*LE MANS EDITION*63000KM*Garantie*,06/2014
bentley,€ 39 900,Boîte automatique,6.0  W12 *** 1ST OWNER - FULL HISTORY ***,99 800 km,Essence,412 kW (560 CH),58,. . • BE-1640 Rhode Saint Genèse,Bentley Flying Spur6.0  W12 *** 1ST OWNER - FULL HISTORY ***,02/2012
bentley,€ 81 999,Boîte automatique,6.0 BiTurbo W12S-Schuifdak-Nav-ACC-Lucht.-Garantie,127 100 km,Essence,467 kW (635 CH),224,Gma-Cars Automotive • BE-3600 Genk,Bentley Flying Spur6.0 BiTurbo W12S-Schuifdak-Nav-ACC-Lucht.-Garantie,10/2017
bentley,€ 60 000,Boîte automatique,GT Speed,68 000 km,Essence,449 kW (610 CH),Évaluations non disponibles,Nom du vendeur non disponible,Bentley ContinentalGT Speed,06/2011
bentley,€ 219 900,Boîte automatique,GT V8 / B&O / TOURING /MULLINER / BLACK LINE / PPF,8 900 km,Essence,404 kW (549 CH),90,Vincent Vandenberghe • BE-9830 Sint-Martens-Latem,Bentley ContinentalGT V8 / B&O / TOURING /MULLINER / BLACK LINE / PPF,05/2021
bentley,€ 99 950,Boîte automatique,*** MULLINER / W12 / FULL OPTION / 44.467 KM ***,44 467 km,Essence,460 kW (625 CH),148,Alexander Roelens • BE-8870 Izegem,Bentley Flying Spur*** MULLINER / W12 / FULL OPTION / 44.467 KM ***,05/2013
bentley,€ 94 950,Boîte automatique,"GT SPEED 6.0 BITURBO W12 ***NP: € 229.435,-***",95 000 km,Essence,467 kW (635 CH),473,Van Oost Emmanuel // Allaert Henri • BE-8490 Varsenare,"Bentley ContinentalGT SPEED 6.0 BITURBO W12 ***NP: € 229.435,-***",01/2015
bentley,€ 79 999,Boîte automatique,4.0 BiTurbo V8 S,128 500 km,Essence,388 kW (528 CH),238,Geert De Clercq Jeroen Van Audenhove • BE-9620 Zottegem,Bentley Flying Spur4.0 BiTurbo V8 S,06/2016
bentley,€ 106 900,Boîte automatique,V8 S 4.0 Mulliner 21' BlackPack ACC DAB,46 242 km,Essence,388 kW (528 CH),109,Frederik Rik Maxime Jorn Hendrik • BE-8710 Wielsbeke,Bentley Flying SpurV8 S 4.0 Mulliner 21' BlackPack ACC DAB,06/2017
bentley,€ 249 900,Boîte automatique,"V8, LUCHTVER, APPLE CP, AIRSCARF, MASSAGE, LED",6 491 km,Essence,405 kW (551 CH),104,AB Auto • BE-2580 Putte,"Bentley Continental GTCV8, LUCHTVER, APPLE CP, AIRSCARF, MASSAGE, LED",06/2022
bentley,€ 160 000,Boîte automatique,Supersport,18 000 km,Essence,522 kW (710 CH),8,Harrison Amelinckx • BE-1620 Drogenbos,Bentley ContinentalSupersport,10/2017
bentley,€ 297 000,Boîte automatique,EWB Azure First Edition V8,1 500 km,Essence,404 kW (549 CH),8,Harrison Amelinckx • BE-1620 Drogenbos,Bentley BentaygaEWB Azure First Edition V8,07/2023
bentley,€ 259 000,Boîte automatique,V8,3 950 km,Essence,405 kW (551 CH),8,Harrison Amelinckx • BE-1620 Drogenbos,Bentley Continental GTV8,01/2023
